Name,Age,Gender,Math,Physics,CS,Passed
Grace,25,F,43,96,61,Yes
Liam,22,M,44,74,47,No
Grace,21,M,87,75,33,Yes
Grace,23,F,56,71,80,Yes
Jack,18,F,43,74,59,No
Tom,18,F,54,48,42,No
Noah,23,F,69,72,75,Yes
Eva,20,F,81,55,69,Yes
Rachel,23,M,62,76,54,Yes
Quinn,21,M,60,81,87,Yes
Diana,22,M,67,97,67,Yes
Mia,25,F,33,86,82,Yes
Uma,25,F,97,39,84,Yes
Tom,24,F,45,46,44,No
Charlie,18,M,49,42,86,No
Eva,23,F,68,49,79,Yes
Diana,20,M,70,36,56,No
Henry,25,F,57,58,71,Yes
Paul,25,M,54,91,57,Yes
Jack,22,F,82,32,33,No
Uma,20,F,54,41,74,No
Tom,18,F,56,44,49,No
Jack,21,F,30,55,91,No
Olivia,22,F,82,71,70,Yes
Uma,22,M,42,59,85,Yes
Alice,25,F,85,80,62,Yes
Liam,22,M,54,90,54,Yes
Quinn,25,F,98,48,55,Yes
Uma,25,M,46,48,40,No
Paul,18,M,87,72,94,Yes
Ivy,24,F,46,32,47,No
Rachel,25,M,67,37,78,Yes
Noah,22,M,72,83,36,Yes
Mia,23,M,86,88,91,Yes
Bob,21,F,80,90,74,Yes
Bob,19,M,35,66,70,No
Alice,23,M,82,75,55,Yes
Charlie,20,F,53,71,98,Yes
Quinn,25,F,78,53,95,Yes
Ivy,25,F,65,34,36,No
Frank,21,F,98,76,31,Yes
Rachel,23,M,61,81,60,Yes
Grace,19,F,54,57,70,Yes
Uma,25,F,32,77,87,Yes
Bob,20,F,42,56,83,Yes
Liam,25,F,31,64,89,Yes
Rachel,22,M,74,92,71,Yes
Diana,20,F,76,86,36,Yes
Paul,24,F,32,30,47,No
Steve,18,F,85,56,32,No
Grace,23,M,35,60,84,No
Rachel,23,F,32,42,80,No
Quinn,22,M,88,99,49,Yes
Mia,23,F,52,93,65,Yes
Henry,24,M,95,65,50,Yes
Jack,19,F,66,64,70,Yes
Liam,21,M,36,68,37,No
Jack,21,M,81,72,57,Yes
Quinn,20,F,87,35,60,Yes
Uma,25,F,61,50,49,No
Bob,19,F,32,74,35,No
Charlie,20,F,33,52,88,No
Eva,21,F,79,87,35,Yes
Rachel,24,M,32,73,48,No
Paul,25,M,72,73,35,Yes
Bob,20,F,69,61,69,Yes
Eva,19,F,77,63,62,Yes
Olivia,21,M,84,63,83,Yes
Mia,21,M,50,67,73,Yes
Olivia,25,M,54,92,35,Yes
Noah,24,F,91,35,42,No
Diana,19,F,89,43,94,Yes
Diana,21,M,84,73,31,Yes
Grace,20,F,43,43,96,Yes
Diana,25,M,87,88,33,Yes
Charlie,18,M,88,58,46,Yes
Henry,21,M,50,57,65,No
Rachel,22,F,94,77,65,Yes
Jack,23,F,43,66,76,Yes
Ivy,20,F,62,66,93,Yes
Diana,19,M,80,50,41,No
Olivia,25,M,98,37,88,Yes
Tom,25,F,49,43,92,Yes
Jack,21,M,31,76,81,Yes
Grace,19,F,86,54,66,Yes
Bob,21,M,41,81,32,No
Frank,20,F,96,60,80,Yes
Grace,23,F,61,42,79,Yes
Steve,24,M,100,94,38,Yes
Noah,18,M,52,95,48,Yes
Alice,23,M,99,47,58,Yes
Diana,21,F,72,92,44,Yes
Grace,18,F,48,85,54,Yes
Liam,19,M,96,50,82,Yes
Charlie,20,F,88,77,99,Yes
Henry,25,M,39,62,76,No
Grace,21,F,99,74,92,Yes
Steve,20,F,91,73,95,Yes
Diana,25,F,32,84,72,Yes
Mia,19,M,78,60,37,No
Liam,21,M,60,60,36,No
Ivy,18,M,55,78,100,Yes
Noah,22,M,95,82,48,Yes
Liam,21,F,62,32,99,Yes
Liam,20,F,96,93,76,Yes
Paul,22,F,78,49,43,No
Bob,18,F,63,58,64,Yes
Steve,23,M,87,59,52,Yes
Olivia,18,M,60,83,87,Yes
Bob,25,F,70,53,36,No
Olivia,25,F,34,68,79,Yes
Steve,18,M,31,39,36,No
Steve,24,M,69,33,51,No
Noah,22,M,34,36,100,No
Paul,21,M,52,62,55,No
Rachel,23,M,83,84,89,Yes
Frank,22,M,61,83,39,Yes
Uma,21,M,70,83,35,Yes
Noah,24,M,60,93,52,Yes
Eva,19,M,95,63,56,Yes
Eva,22,F,81,77,98,Yes
Quinn,23,M,99,43,94,Yes
Frank,25,M,70,43,46,No
Steve,18,F,88,96,83,Yes
Henry,19,M,38,40,94,No
Charlie,18,M,63,60,65,Yes
Eva,19,F,98,53,91,Yes
Steve,18,M,34,51,31,No
Bob,23,F,79,100,49,Yes
Uma,24,F,56,48,97,Yes
Tom,22,F,78,76,47,Yes
Eva,22,M,62,75,74,Yes
Charlie,25,F,65,98,57,Yes
Eva,24,M,77,91,40,Yes
Ivy,25,F,51,54,91,Yes
Charlie,19,M,91,95,75,Yes
Mia,19,M,89,51,58,Yes
Frank,22,M,72,62,46,Yes
Paul,23,M,54,42,82,No
Tom,23,M,44,37,92,No
Alice,21,M,88,55,60,Yes
Quinn,19,M,34,31,50,No
Uma,20,M,56,48,86,Yes
Jack,21,F,52,99,58,Yes
Diana,23,F,32,73,84,Yes
Diana,18,F,61,45,73,No
Frank,23,M,81,79,60,Yes
Rachel,19,M,62,83,76,Yes
Eva,21,M,64,62,59,Yes
Mia,23,M,97,31,63,Yes
Eva,18,F,100,32,95,Yes
Charlie,24,F,71,36,97,Yes
Quinn,21,F,78,43,66,Yes
Grace,25,M,60,56,100,Yes
Paul,25,M,92,40,38,No
Diana,19,F,63,66,55,Yes
Grace,25,F,97,39,50,Yes
Noah,18,M,41,62,66,No
Quinn,19,F,64,72,37,No
Diana,19,F,77,68,36,Yes
Grace,23,F,48,64,47,No
Frank,21,F,53,72,90,Yes
Bob,23,M,48,65,35,No
Frank,25,M,82,58,92,Yes
Noah,18,F,86,51,40,No
Uma,19,M,54,89,76,Yes
Eva,25,F,53,80,81,Yes
Rachel,22,M,74,87,58,Yes
Jack,18,F,64,34,53,No
Olivia,24,F,83,96,39,Yes
Liam,20,F,71,64,50,Yes
Frank,20,F,86,99,39,Yes
Steve,23,F,63,52,77,Yes
Henry,19,F,99,83,90,Yes
Olivia,20,F,58,40,61,No
Ivy,19,M,66,72,79,Yes
Tom,19,M,63,70,67,Yes
Steve,18,M,87,69,34,Yes
Charlie,19,M,61,88,98,Yes
Tom,18,M,85,74,37,Yes
Paul,21,F,32,36,44,No
Steve,25,F,80,43,98,Yes
Charlie,18,M,97,42,72,Yes
Alice,18,M,38,77,46,No
Paul,23,F,53,95,91,Yes
Jack,25,M,30,30,35,No
Liam,18,M,35,68,64,No
Frank,19,F,48,42,43,No
Eva,21,F,47,69,56,No
Rachel,22,F,86,48,73,Yes
Olivia,25,F,32,30,47,No
Bob,23,F,54,85,70,Yes
Grace,20,M,66,59,36,No
Paul,21,M,86,82,34,Yes
Ivy,25,F,79,66,90,Yes
Tom,25,F,55,91,57,Yes
Grace,23,F,98,52,41,Yes
Bob,20,M,97,85,42,Yes
Henry,19,F,42,79,52,No
Uma,23,M,77,72,51,Yes
Quinn,23,F,57,45,75,No
Alice,21,M,69,79,87,Yes
Diana,23,M,64,44,57,No
Liam,23,M,42,97,84,Yes
Alice,25,M,68,98,40,Yes
Eva,21,M,87,68,38,Yes
Henry,20,M,75,82,81,Yes
Steve,21,F,53,62,70,Yes
Eva,23,F,42,68,59,No
Quinn,19,F,54,71,90,Yes
Ivy,22,M,48,53,49,No
Eva,20,M,30,85,67,Yes
Quinn,20,M,43,81,59,Yes
Alice,23,M,71,36,44,No
Alice,19,M,100,63,100,Yes
Tom,19,M,55,94,88,Yes
Charlie,22,F,82,64,61,Yes
Olivia,21,M,74,83,83,Yes
Mia,24,F,54,45,43,No
Steve,24,M,90,96,79,Yes
Steve,22,F,85,31,55,No
Steve,21,M,33,91,64,Yes
Ivy,20,F,56,55,38,No
Tom,22,F,75,64,48,Yes
Charlie,22,M,38,92,87,Yes
Rachel,19,M,52,97,90,Yes
Jack,25,F,74,30,95,Yes
Frank,18,M,57,75,93,Yes
Jack,25,F,69,85,31,Yes
Liam,22,M,36,61,57,No
Uma,23,F,83,78,59,Yes
Tom,22,M,49,82,63,Yes
Charlie,19,M,78,31,99,Yes
Jack,19,F,54,88,82,Yes
Mia,23,F,44,52,39,No
Paul,22,M,88,87,86,Yes
Noah,22,F,83,61,92,Yes
Frank,18,M,60,94,95,Yes
Olivia,20,F,68,67,56,Yes
Henry,18,M,78,63,54,Yes
Bob,24,F,35,38,59,No
Alice,25,M,67,94,67,Yes
Ivy,22,F,100,72,35,Yes
Jack,20,F,86,57,99,Yes
Alice,23,M,72,74,75,Yes
Henry,21,M,34,62,64,No
Noah,22,F,32,93,60,Yes
Olivia,19,F,74,49,54,No
Mia,21,M,75,84,96,Yes
Noah,23,M,69,67,73,Yes
Uma,24,F,37,31,67,No
Uma,22,F,77,84,65,Yes
Quinn,25,F,38,62,36,No
Ivy,25,F,91,96,78,Yes
Mia,22,M,93,89,57,Yes
Alice,21,M,84,81,77,Yes
Jack,21,F,89,30,95,Yes
Charlie,25,F,42,52,97,Yes
Grace,19,M,87,41,59,Yes
Uma,25,M,94,68,37,Yes
Eva,25,M,41,35,77,No
Quinn,20,F,47,58,52,No
Steve,18,F,53,88,34,No
Grace,24,M,57,99,55,Yes
Steve,19,F,37,83,41,No
Grace,25,M,64,97,80,Yes
Henry,24,F,90,43,68,Yes
Paul,18,M,84,69,59,Yes
Frank,20,M,42,31,59,No
Liam,25,F,91,83,45,Yes
Eva,25,F,63,62,78,Yes
Eva,22,M,95,84,58,Yes
Olivia,25,M,30,38,43,No
Tom,25,M,43,60,57,No
Quinn,25,F,33,89,44,No
Grace,22,M,58,57,96,Yes
Henry,18,M,73,31,53,No
Eva,23,M,68,38,35,No
Jack,24,F,42,45,47,No
Henry,20,F,43,38,68,No
Charlie,25,M,91,89,81,Yes
Diana,20,M,81,48,47,No
Henry,25,M,61,35,46,No
Eva,20,F,57,66,59,Yes
Noah,24,F,35,30,42,No
Jack,20,F,74,84,94,Yes
Alice,19,F,88,100,100,Yes
Quinn,22,M,93,67,45,Yes
Alice,22,M,78,87,89,Yes
Steve,20,M,64,80,50,Yes
Noah,21,F,63,92,40,Yes
Liam,18,F,37,32,30,No
Charlie,18,M,52,74,69,Yes
Henry,23,F,35,48,82,No
Tom,23,F,99,83,40,Yes
Diana,21,F,73,58,58,Yes
Paul,25,M,85,45,36,No
Henry,18,F,69,33,90,Yes
Bob,23,F,65,99,59,Yes
Tom,23,F,69,68,88,Yes
Mia,24,M,72,81,92,Yes
Henry,24,F,34,77,35,No
Tom,18,F,78,93,35,Yes
Uma,22,F,83,84,52,Yes
Mia,23,M,31,39,53,No
Henry,19,M,52,59,84,Yes
Alice,19,M,98,56,97,Yes
Bob,20,F,59,96,70,Yes
Mia,24,M,47,31,97,No
Uma,23,F,30,74,62,No
Ivy,22,F,81,90,67,Yes
Liam,25,F,87,74,72,Yes
Frank,20,M,91,62,75,Yes
Mia,22,M,41,59,100,Yes
Jack,20,F,82,35,76,Yes
Paul,20,M,76,53,76,Yes
Liam,24,M,42,99,55,Yes
Diana,22,F,93,93,96,Yes
Charlie,23,F,88,57,68,Yes
Uma,22,F,45,53,99,Yes
Paul,19,M,94,59,30,Yes
Charlie,22,M,62,84,72,Yes
Diana,25,F,100,98,88,Yes
Mia,20,F,30,82,51,No
Diana,22,F,66,56,57,No
Rachel,20,M,86,45,96,Yes
Alice,22,F,80,48,37,No
Alice,20,F,80,80,82,Yes
Eva,23,F,90,90,47,Yes
Paul,20,F,32,100,60,Yes
Noah,19,F,58,69,78,Yes
Grace,21,M,40,68,99,Yes
Liam,22,F,43,72,34,No
Eva,23,F,89,63,85,Yes
Noah,23,M,33,86,90,Yes
Grace,20,F,50,32,42,No
Liam,22,F,36,44,42,No
Liam,18,M,41,42,42,No
Olivia,24,F,36,31,47,No
Noah,21,F,53,90,92,Yes
Alice,19,M,70,38,41,No
Noah,19,F,33,57,79,No
Steve,21,M,44,81,70,Yes
Steve,20,F,38,95,46,No
Bob,19,M,32,59,78,No
Olivia,19,M,50,68,62,Yes
Mia,21,F,73,77,72,Yes
Frank,22,F,73,35,37,No
Grace,19,F,66,97,95,Yes
Olivia,19,M,57,63,42,No
Tom,25,F,63,87,98,Yes
Tom,21,M,67,82,49,Yes
Uma,21,M,65,41,55,No
Uma,18,M,43,77,92,Yes
Tom,22,M,77,39,31,No
Quinn,18,M,78,84,38,Yes
Eva,19,M,50,36,94,Yes
Quinn,21,M,83,68,61,Yes
Charlie,21,M,34,79,72,Yes
Henry,20,M,95,95,49,Yes
Diana,22,F,52,91,40,Yes
Charlie,20,M,33,49,92,No
Ivy,22,F,81,62,42,Yes
Diana,19,F,48,100,73,Yes
Henry,22,M,75,63,78,Yes
Frank,25,M,71,86,74,Yes
Noah,21,M,33,51,38,No
Noah,23,F,53,47,35,No
Charlie,25,F,86,63,43,Yes
Uma,20,F,63,94,96,Yes
Charlie,18,F,87,48,64,Yes
Olivia,24,F,70,97,92,Yes
Noah,24,F,49,47,48,No
Henry,18,M,46,97,93,Yes
Grace,24,M,90,34,31,No
Bob,18,F,70,99,54,Yes
Olivia,23,F,39,82,46,No
Charlie,19,M,51,74,89,Yes
Steve,23,F,63,55,65,Yes
Olivia,19,M,72,95,74,Yes
Ivy,19,M,70,90,51,Yes
Alice,22,F,83,93,74,Yes
Eva,18,M,82,78,43,Yes
Mia,19,M,68,50,98,Yes
Mia,23,M,75,37,50,No
Charlie,19,M,96,77,67,Yes
Alice,23,M,38,51,57,No
Liam,20,M,81,45,34,No
Diana,25,F,53,91,81,Yes
Paul,22,M,72,91,50,Yes
Rachel,18,F,89,49,93,Yes
Quinn,25,F,87,70,92,Yes
Grace,22,F,79,32,77,Yes
Ivy,25,F,91,83,60,Yes
Tom,22,M,83,30,92,Yes
Diana,22,F,66,33,76,No
Uma,19,M,46,81,34,No
Henry,21,F,87,74,30,Yes
Eva,24,F,34,35,39,No
Noah,22,M,85,92,38,Yes
Charlie,18,F,88,54,100,Yes
Olivia,24,M,88,56,62,Yes
Bob,21,F,40,90,99,Yes
Ivy,23,M,42,89,42,No
Alice,20,M,35,56,74,No
Alice,19,M,66,85,65,Yes
Jack,19,F,45,95,86,Yes
Henry,22,F,78,71,63,Yes
Rachel,20,F,51,93,90,Yes
Eva,19,M,86,73,76,Yes
Mia,19,F,80,83,72,Yes
Noah,22,F,68,68,45,Yes
Uma,23,F,40,95,58,Yes
Olivia,25,M,89,45,61,Yes
Bob,22,F,73,39,78,Yes
Bob,18,F,37,57,45,No
Jack,22,M,51,85,83,Yes
Alice,24,F,59,92,78,Yes
Eva,18,M,45,39,36,No
Quinn,24,F,65,41,79,Yes
Grace,24,M,47,94,85,Yes
Frank,21,F,73,91,42,Yes
Ivy,24,M,85,85,65,Yes
Ivy,18,F,83,37,92,Yes
Rachel,21,M,98,74,72,Yes
Steve,22,F,54,88,53,Yes
Liam,23,M,60,99,69,Yes
Diana,25,F,42,65,88,Yes
Paul,21,F,53,65,57,No
Noah,22,F,58,88,100,Yes
Quinn,21,F,88,69,78,Yes
Olivia,21,M,67,44,73,Yes
Olivia,20,M,63,73,76,Yes
Uma,18,F,86,92,93,Yes
Alice,20,M,46,61,91,Yes
Henry,19,M,59,81,73,Yes
Henry,22,F,67,42,50,No
Noah,19,F,53,88,89,Yes
Henry,23,M,66,83,94,Yes
Paul,25,M,74,82,39,Yes
Frank,21,F,59,57,69,Yes
Uma,24,M,88,95,86,Yes
Bob,24,M,94,37,46,No
Mia,25,F,99,35,76,Yes
Frank,19,M,77,47,46,No
Uma,19,F,50,36,40,No
Paul,24,M,90,95,44,Yes
Olivia,22,F,40,46,34,No
Jack,22,F,66,82,34,Yes
Noah,19,F,84,98,88,Yes
Frank,24,F,82,32,35,No
Mia,20,M,54,52,34,No
Quinn,18,F,56,73,48,No
Jack,22,F,44,61,73,No
Eva,23,M,68,100,89,Yes
Henry,18,F,34,57,79,No
Rachel,22,M,67,92,89,Yes
Ivy,22,F,100,75,94,Yes
Charlie,21,M,94,94,49,Yes
Mia,19,M,47,31,42,No
Mia,23,M,35,57,67,No
Alice,18,M,53,96,34,Yes
Rachel,19,F,40,37,91,No
Uma,24,F,86,90,92,Yes
Eva,20,F,30,63,63,No
Olivia,25,F,84,81,92,Yes
Mia,22,F,36,58,77,No
Rachel,22,F,87,70,49,Yes
Charlie,24,M,43,89,52,Yes
Quinn,18,F,35,51,36,No
Bob,24,M,77,91,57,Yes
Jack,18,M,47,50,77,No
Tom,20,M,89,40,88,Yes
Tom,22,F,91,30,88,Yes
Uma,24,M,76,89,94,Yes
Quinn,22,F,83,44,32,No
Noah,18,F,39,89,33,No
Jack,21,F,99,34,84,Yes
Tom,20,F,86,57,49,Yes
Frank,20,M,73,95,35,Yes
Liam,21,F,69,49,80,Yes
Grace,25,F,92,82,54,Yes
Henry,20,F,80,97,90,Yes
Quinn,20,M,32,78,80,Yes
Eva,20,M,86,80,96,Yes
Bob,18,M,69,58,68,Yes
Alice,23,F,50,43,87,Yes
Alice,19,M,41,57,69,No
Quinn,18,F,46,61,77,Yes
Noah,20,M,59,64,50,No
Diana,21,F,80,77,72,Yes
Frank,24,M,60,40,50,No
Noah,23,M,34,91,65,Yes
Grace,18,F,74,94,62,Yes
Liam,25,M,32,45,91,No
Mia,24,M,50,84,95,Yes
Frank,25,M,45,90,41,No
Tom,21,F,55,94,89,Yes
Rachel,25,F,66,76,62,Yes
Frank,23,M,44,82,58,Yes
Grace,20,M,84,70,81,Yes
Quinn,23,M,95,99,74,Yes
Noah,23,F,37,40,92,No
Steve,20,F,34,39,47,No
Olivia,18,F,68,71,77,Yes
Uma,25,F,99,69,53,Yes
Quinn,25,M,68,50,85,Yes
Ivy,18,F,95,59,77,Yes
Mia,19,F,76,88,58,Yes
Steve,20,F,36,99,79,Yes
Grace,25,F,38,64,39,No
Uma,18,F,41,85,77,Yes
Ivy,21,F,54,33,56,No
Olivia,18,F,89,95,64,Yes
Steve,20,M,99,53,52,Yes
Bob,23,M,80,38,65,Yes
Uma,19,M,62,97,62,Yes
Paul,21,M,47,55,72,No
Frank,20,M,99,33,51,Yes
Liam,21,M,52,44,55,No
Eva,22,F,90,83,53,Yes
Diana,21,F,40,60,82,Yes
Uma,19,F,82,32,55,No
Steve,19,M,87,67,61,Yes
Henry,22,F,41,53,38,No
Grace,19,F,39,77,75,Yes
Bob,19,F,34,36,55,No
Charlie,18,M,78,69,90,Yes
Alice,20,F,67,84,62,Yes
Mia,19,F,34,76,81,Yes
Paul,18,M,100,30,82,Yes
Grace,24,M,90,70,61,Yes
Grace,22,F,76,52,72,Yes
Steve,25,M,81,46,35,No
Quinn,21,F,66,70,48,Yes
Mia,21,M,57,66,31,No
Diana,23,F,75,75,32,Yes
Liam,23,F,40,78,64,Yes
Bob,21,M,40,90,40,No
Uma,18,M,30,96,41,No
Charlie,23,F,42,92,96,Yes
Mia,19,F,69,90,45,Yes
Charlie,19,F,85,54,43,Yes
Noah,20,M,75,73,34,Yes
Mia,18,F,39,80,67,Yes
Mia,22,F,37,79,89,Yes
Eva,25,F,55,32,47,No
Frank,20,F,56,41,31,No
Olivia,22,F,45,89,49,Yes
Paul,23,F,37,32,60,No
Jack,23,M,74,59,30,No
Charlie,21,M,77,72,33,Yes
Frank,23,M,76,44,56,No
Frank,20,F,73,67,90,Yes
Jack,22,F,89,88,37,Yes
Bob,20,M,83,32,61,No
Olivia,21,M,77,73,58,Yes
Bob,22,F,38,44,77,No
Ivy,23,M,85,64,52,Yes
Frank,24,F,96,98,92,Yes
Charlie,22,M,31,78,95,Yes
Jack,22,M,64,40,94,Yes
Tom,22,M,81,59,39,No
Uma,20,F,93,72,81,Yes
Liam,19,M,38,83,48,No
Eva,25,F,97,45,95,Yes
Noah,19,F,85,35,54,No
Grace,18,M,33,45,39,No
Diana,18,M,74,61,47,Yes
Steve,25,M,73,86,69,Yes
Liam,18,M,55,44,71,No
Mia,24,M,42,79,30,No
Diana,22,F,62,54,65,Yes
Tom,24,F,45,74,79,Yes
Diana,22,M,39,78,86,Yes
Steve,20,M,68,58,75,Yes
Alice,24,M,52,54,41,No
Charlie,25,M,89,73,52,Yes
Bob,24,F,36,40,65,No
Alice,23,M,84,100,75,Yes
Steve,19,F,93,89,36,Yes
Alice,22,M,99,53,80,Yes
Liam,25,M,47,80,97,Yes
Mia,21,F,72,48,68,Yes
Liam,19,F,99,94,86,Yes
Jack,21,F,75,37,38,No
Uma,21,F,84,67,43,Yes
Liam,21,M,44,71,54,No
Paul,22,F,89,81,61,Yes
Uma,22,M,53,59,98,Yes
Uma,25,F,64,36,45,No
Charlie,24,M,70,82,90,Yes
Paul,24,F,83,95,36,Yes
Ivy,18,F,90,96,75,Yes
Frank,25,F,50,82,30,No
Bob,23,M,57,63,82,Yes
Uma,22,F,56,98,35,Yes
Uma,21,M,37,67,71,No
Uma,22,M,73,34,82,Yes
Ivy,23,F,77,90,58,Yes
Liam,25,M,43,80,98,Yes
Noah,25,M,37,87,65,Yes
Uma,18,F,76,66,90,Yes
Uma,18,F,46,41,50,No
Paul,20,M,66,78,74,Yes
Paul,24,M,82,40,33,No
Mia,25,M,96,42,57,Yes
Eva,24,F,67,72,57,Yes
Steve,22,M,92,43,77,Yes
Charlie,18,F,36,56,85,No
Charlie,19,F,36,88,68,Yes
Diana,22,M,75,60,99,Yes
Charlie,20,M,36,69,64,No
Mia,20,F,88,37,60,Yes
Eva,19,F,77,50,62,Yes
Ivy,24,M,30,32,88,No
Alice,24,F,56,100,63,Yes
Grace,18,F,96,52,88,Yes
Tom,25,F,41,68,96,Yes
Noah,24,M,63,86,90,Yes
Eva,22,F,66,36,80,Yes
Jack,23,M,89,60,46,Yes
Steve,24,M,55,66,37,No
Olivia,21,M,95,96,95,Yes
Bob,22,F,66,66,87,Yes
Steve,22,F,75,44,49,No
Frank,22,F,33,80,73,Yes
Eva,18,M,95,48,64,Yes
Uma,20,F,50,76,87,Yes
Bob,18,M,68,39,33,No
Liam,25,M,90,78,35,Yes
Bob,18,M,47,99,33,No
Alice,23,M,52,62,31,No
Tom,18,M,62,57,81,Yes
Olivia,25,M,67,72,65,Yes
Henry,21,M,90,44,89,Yes
Henry,19,M,88,84,82,Yes
Jack,18,M,67,71,55,Yes
Uma,20,F,98,61,81,Yes
Grace,24,F,40,96,84,Yes
Eva,25,F,34,93,85,Yes
Mia,23,F,78,37,53,No
Uma,18,M,89,83,62,Yes
Henry,21,F,65,40,80,Yes
Alice,20,F,47,49,54,No
Diana,24,F,84,98,93,Yes
Grace,24,F,31,79,43,No
Bob,18,M,94,77,56,Yes
Mia,19,F,80,93,53,Yes
Alice,19,F,97,72,62,Yes
Quinn,19,M,39,46,73,No
Olivia,18,F,89,34,62,Yes
Steve,20,M,83,35,36,No
Tom,22,F,100,58,74,Yes
Ivy,21,M,61,65,91,Yes
Grace,24,M,74,89,45,Yes
Grace,18,F,31,92,30,No
Noah,25,F,68,92,86,Yes
Charlie,20,M,59,51,99,Yes
Tom,21,F,80,49,65,Yes
Jack,21,M,43,81,80,Yes
Tom,19,M,88,72,39,Yes
Tom,19,F,65,42,31,No
Paul,20,M,31,63,87,Yes
Frank,25,M,74,52,83,Yes
Uma,18,F,71,36,59,No
Quinn,23,M,81,53,54,Yes
Uma,20,F,98,42,77,Yes
Jack,18,M,59,46,99,Yes
Grace,25,M,41,72,77,Yes
Olivia,20,F,80,48,85,Yes
Liam,21,F,83,85,53,Yes
Alice,18,F,34,79,78,Yes
Noah,21,F,55,30,62,No
Olivia,23,F,31,41,95,No
Noah,23,F,96,64,83,Yes
Paul,18,F,43,61,90,Yes
Uma,21,M,31,63,41,No
Jack,22,M,56,80,45,Yes
Frank,20,M,95,51,54,Yes
Henry,25,M,65,55,36,No
Ivy,25,M,59,99,91,Yes
Ivy,21,F,50,51,51,No
Quinn,18,M,54,91,45,Yes
Quinn,19,M,97,90,69,Yes
Alice,21,M,44,64,51,No
Charlie,20,F,64,72,98,Yes
Bob,18,M,57,82,40,No
Eva,18,F,77,67,71,Yes
Paul,24,F,41,56,76,No
Bob,24,F,40,31,92,No
Tom,22,M,67,47,60,No
Olivia,24,M,56,68,62,Yes
Grace,20,M,53,48,37,No
Grace,22,F,69,56,96,Yes
Quinn,24,F,65,60,56,Yes
Liam,19,F,37,39,34,No
Jack,21,F,72,61,39,No
Olivia,22,M,52,32,65,No
Mia,20,M,98,52,37,Yes
Uma,22,M,53,75,76,Yes
Uma,19,M,73,70,36,No
Grace,18,M,73,30,44,No
Alice,22,F,97,86,73,Yes
Grace,24,F,43,39,93,No
Alice,18,F,88,59,60,Yes
Liam,18,M,93,79,37,Yes
Tom,19,F,73,69,65,Yes
Diana,24,F,30,49,43,No
Tom,19,M,68,92,96,Yes
Bob,25,F,70,36,83,Yes
Henry,24,F,76,70,71,Yes
Rachel,24,F,40,89,37,No
Henry,22,F,85,96,80,Yes
Mia,20,F,31,91,80,Yes
Paul,19,M,41,47,75,No
Noah,25,M,89,76,93,Yes
Frank,23,F,33,45,43,No
Charlie,21,F,35,92,73,Yes
Olivia,25,F,45,88,93,Yes
Rachel,25,F,63,46,80,Yes
Quinn,23,M,65,90,77,Yes
Eva,24,F,90,90,38,Yes
Steve,23,F,50,67,85,Yes
Uma,19,M,94,44,52,Yes
Tom,18,F,58,34,65,No
Liam,22,M,95,53,55,Yes
Frank,24,M,94,31,89,Yes
Diana,21,M,88,91,71,Yes
Henry,25,M,93,66,52,Yes
Eva,23,M,51,84,91,Yes
Liam,24,M,66,56,37,No
Alice,24,M,88,44,86,Yes
Eva,19,M,94,51,86,Yes
Rachel,24,M,71,61,57,Yes
Alice,23,M,58,68,88,Yes
Paul,18,M,76,69,30,No
Ivy,22,M,55,64,39,No
Noah,24,F,83,59,59,Yes
Liam,23,M,89,46,39,No
Rachel,18,M,66,64,81,Yes
Paul,18,F,71,75,72,Yes
Rachel,21,F,88,69,62,Yes
Paul,20,M,72,75,79,Yes
Noah,18,F,64,93,34,Yes
Tom,22,M,72,44,79,Yes
Alice,23,M,66,81,84,Yes
Quinn,23,M,68,37,72,No
Mia,20,M,95,91,92,Yes
Liam,24,M,84,43,94,Yes
Charlie,23,M,77,76,53,Yes
Tom,25,F,72,72,40,Yes
Mia,25,F,94,40,72,Yes
Charlie,24,M,93,94,96,Yes
Diana,21,M,51,49,73,No
Charlie,21,M,80,76,34,Yes
Henry,23,M,30,89,83,Yes
Liam,19,M,43,59,62,No
Charlie,22,M,82,96,42,Yes
Noah,23,F,61,59,37,No
Olivia,23,F,36,60,81,No
Diana,22,M,60,49,69,No
Grace,21,M,33,100,65,Yes
Jack,19,M,55,69,76,Yes
Noah,24,F,65,33,83,Yes
Quinn,20,F,98,72,77,Yes
Diana,21,F,90,97,93,Yes
Jack,19,M,41,77,48,No
Liam,18,F,66,33,73,No
Henry,19,F,99,67,75,Yes
Ivy,19,M,51,89,57,Yes
Frank,25,M,67,80,80,Yes
Eva,18,F,99,64,98,Yes
Henry,24,M,39,99,97,Yes
Noah,18,M,40,88,46,No
Eva,24,M,39,74,63,No
Diana,21,M,57,100,49,Yes
Paul,24,F,74,83,76,Yes
Jack,20,M,61,74,56,Yes
Olivia,19,M,85,60,46,Yes
Paul,19,M,86,39,38,No
Jack,24,F,86,54,34,No
Olivia,25,M,61,69,79,Yes
Alice,18,F,38,95,61,Yes
Liam,25,F,35,71,94,Yes
Noah,24,M,38,33,88,No
Tom,22,F,96,62,40,Yes
Tom,18,F,90,54,40,Yes
Noah,20,F,36,81,32,No
Alice,25,M,38,59,67,No
Grace,18,F,45,30,37,No
Grace,18,F,39,83,69,Yes
Alice,25,F,80,61,48,Yes
Henry,23,F,35,64,61,No
